0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	2
0	0	2
0	0	2
0	0	2
0	0	2
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	8
0	0	8
0	0	8
3.85614	86.85612	8
3.94533	78.43328	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	2
0	0	2
0	0	2
0	0	2
0	0	2
0	0	10
0	0	10
0	0	10
3.43187	169.93851	10
3.27746	147.23691	10
0	0	10
0	0	10
0	0	10
0	0	8
0	0	8
4.08685	103.26613	8
7.95941	83.85973	8
8.81151	82.85734	8
3.92656	68.47088	8
0	0	8
0	0	8
0	0	8
0	0	2
0	0	2
2.94838	20.57205	2
0	0	2
0	0	2
0	0	10
0	0	10
3.3784	202.10472	10
6.44137	183.49176	10
6.90829	155.54628	10
3.83438	138.28043	10
0	0	10
0	0	10
0	0	8
0	0	8
4.02807	100.49788	8
7.80078	82.33506	8
7.82889	88.60119	8
3.96983	71.79795	8
0	0	8
0	0	8
0	0	8
0	0	2
2.92261	33.29826	2
5.89774	29.62152	2
2.838	24.42313	2
0	0	2
0	0	10
0	0	10
0	0	10
3.49632	180.93415	10
6.47408	151.70018	10
6.22846	146.77946	10
3.67126	138.984	10
0	0	10
0	0	8
0	0	8
0	0	8
4.30251	102.37221	8
3.91367	81.78189	8
0	0	8
0	0	8
0	0	8
0	0	8
2.85321	50.45176	2
5.85416	39.99278	2
6.02337	33.73411	2
3.00393	33.68654	2
0	0	2
0	0	10
0	0	10
0	0	10
0	0	10
3.79975	162.98452	10
3.65963	145.48237	10
0	0	10
0	0	10
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
3.05869	56.73187	2
6.0382	44.93997	2
3.33764	42.04436	2
0	0	2
0	0	2
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	2
3.1537	54.67002	2
0	0	2
0	0	2
0	0	2
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	10
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	8
0	0	2
0	0	2
0	0	2
0	0	2
0	0	2
